temperature,humidity,pressure,label
29.02959478658785,46.397928042590166,963.0195732578861,0
26.39778657999904,46.745283326152176,1030.7987787582263,0
17.273318235837877,52.41554668631967,893.2942436639411,0
26.887564870701528,54.198691137656645,1002.4505681835653,0
17.803691188310914,48.1391271686324,1044.6365262773436,0
26.63952043412588,45.55325392446733,959.4607220380384,0
16.788575436074257,48.792456119907264,1008.342272686894,0
29.453617666194212,55.06676995895402,956.4099836347956,0
38.71162617744806,38.97599438196865,1014.3214336644754,1
26.322121792877407,61.257528518864405,1038.0218920929547,0
32.08001280848931,51.688161025749885,1005.3316460930178,1
28.231328139314293,42.38571581230805,988.19485041678,0
17.004944398324923,68.45688914636317,999.3041449564982,0
27.62470092586153,54.3068871834825,904.7301025103961,0
32.16060242250795,42.95503968313411,1058.9231487720554,1
32.71127725196554,39.90777522916022,998.612214489493,1
29.188071177147737,64.32512139258958,974.6112046692217,0
20.972046696700005,45.377432586958804,957.8167508957719,0
27.867821285264263,60.67174481944633,1023.7676975621828,0
23.974744868601615,46.65784044703146,1005.1196149887255,0
30.99261094681629,52.71727165765424,1002.8249312034426,1
26.310514156303896,47.276324087885904,989.8922294912013,0
32.97029924766184,40.09430681277681,1087.4078013830926,1
21.610102250213203,54.939035224614855,982.4187058020036,0
19.105879686727253,68.77289752807697,926.3370588005428,0
32.296600244244324,49.022173958805155,1086.3944753347637,1
23.467423497481366,50.88381491714064,988.0686499317235,0
24.026363928125114,45.69408241783863,965.1083245663062,0
24.623336197427363,40.237010060159676,959.7690236892844,0
22.640278052184865,42.018402425360954,1015.8484470493464,0
32.61999343661796,56.641004372057544,1002.8898385150901,1
22.866256237672637,38.62036515156343,990.6619340128752,0
28.633103653988062,59.0060553540581,885.7364258743036,0
24.854529811423987,53.94722679865667,999.1913157599432,0
27.39226451872846,51.02622357138303,885.9433984867703,0
26.742029591648457,46.640508241597786,923.8170736629284,0
24.288642609243915,51.63195156463726,1004.6572495568713,0
22.820468916814505,38.82467881372061,907.5339087821509,0
25.356788690544043,60.16888863847537,1030.4760842720088,0
17.967411308702946,54.230256140012756,978.5303765815702,0
20.147875433244508,40.74274416416142,962.5067145597042,0
33.36526353722267,45.66543863004226,1048.6574401994035,1
17.904351126100526,22.996019311899843,1110.2624265981303,0
18.59738290998445,46.525344183220646,1008.0220496475218,0
25.11597969313787,51.008079694088856,1032.9622179156747,0
23.466736553155343,64.6339309155939,889.4944109425315,0
19.320455486619224,58.33085839098954,992.1224674458944,0
16.013670643478818,54.265714341353366,1089.6597171158107,0
28.908791959044915,34.60804402840837,995.1270236757028,0
30.018640324112226,53.467368456027266,998.158049786723,1
20.52050910058376,46.17307555116499,945.5073076080422,0
25.083596270232974,54.15069082141234,1015.868692905445,0
24.033059394466523,42.2859814275013,939.6209642312696,0
16.860825577405933,39.17884709450028,974.851138084184,0
22.669392867964575,57.601906102421616,1050.823901831461,0
22.003515288847606,41.66253694598919,1013.2073998233888,0
17.662668498085807,51.81656639473301,995.5071161831754,0
24.94544723444308,67.75419564118559,926.3195082353634,0
23.38742200764498,50.146118880846316,1021.3071845405819,0
18.590660697872053,59.064940398521685,941.6181080580578,0
19.489849091756803,42.71793069051514,971.2417342541817,0
24.96901393248891,49.38741976704482,1051.0893578292519,0
24.369412511546447,51.28960571189913,911.7714822371391,0
24.477870288392044,28.85215913355468,1039.3461798831431,0
23.33616752120626,49.60037803526623,1062.9379571236245,0
26.512406535271595,42.998580106454,900.9846511481768,0
23.014926841275138,50.289127033730225,970.8983913616975,0
30.834441867134416,33.09038348111991,933.0573293555253,1
32.31454498749913,46.38101733759037,944.2957903805627,1
22.612075832381276,39.3042952180893,1068.2061900954238,0
26.63848014166609,50.52542894908393,972.7378394184241,0
32.56286859612183,41.47833697865256,1123.7910278336892,1
28.859049200615214,45.84082105779771,947.6485813641882,0
27.612856294696396,50.4335176724232,1021.9468877392604,0
18.727209411985317,28.911874776330816,959.6495559530238,0
33.01953168903209,65.00712880420497,1054.7436201729745,1
26.60264580912469,65.38139655580486,946.3869902384308,0
18.376551443947132,61.99168092462965,977.6240856832865,0
25.04645747103628,46.56957430028983,1106.9068428332641,0
24.11931348167854,61.52508888868982,1029.2920293185311,0
15.5607029373001,48.40878086840835,1023.9900490552124,0
30.276235274011576,54.64805809485733,1031.3961198773675,1
18.6497763815621,53.335178267974634,959.9527097190255,0
18.220538022524494,43.0974578089272,969.2394673934074,0
32.154342276513354,52.21008763708971,1025.6617414246496,1
24.519507191020047,61.34874134310525,901.8922787474213,0
25.252712492909616,44.34608925225454,1143.169915696301,0
17.22130446418204,40.932425896078996,991.13979898711,0
21.261020621921716,49.2989407842375,1022.6638274996455,0
24.238581859386326,60.26159153181244,978.7272044772565,0
33.93797904919741,39.72618996262828,1017.8931503059998,1
24.66710280215466,59.768600458313145,955.8269911806086,0
31.2801392634471,60.90301971759216,1070.8923969243353,1
28.521101052723438,38.94269849881218,962.9847603354907,0
33.03540820221631,50.75980414383398,992.0704279696936,1
29.64503377907245,60.612879523562135,1072.3526806809632,0
28.241110895313444,46.65355790856871,1033.6188993363905,0
23.819099188901408,53.01088383732794,1061.7522843169766,0
18.344934548105883,50.16483684758489,974.2157943906999,0
23.89799640859013,53.0680421870189,948.5512613687504,0
28.274018661167396,59.25709640819406,1029.193234104692,0
29.83625690399778,52.43766559072667,1057.4703078806099,0
28.965833712730113,38.89408830805236,1018.6049729969243,0
32.556930002195955,52.733319569261,1007.9438499829864,1
14.83475055449113,42.50804537510314,1073.4183876386883,0
25.486056636047472,58.48652904425204,974.6114750818331,0
26.453953524382477,48.13278106701617,875.0791962299307,0
23.35663942945782,50.58911420570744,1000.6649312371956,0
18.74669445053773,56.10633980089373,948.6821861505172,0
24.970040505326516,42.11972052477488,980.905409312357,0
24.113097702281458,37.122086612840285,999.9705844562933,0
25.231584482325466,44.940110138555234,1059.0555868911276,0
25.58333114042527,72.48463265447329,948.6682063852901,0
22.454041013834615,37.57015858151826,1067.0896725586804,0
22.162338383841863,61.91896296993949,961.1560771330526,0
30.99054783971519,40.890390374907675,966.8831259285686,1
19.100380434930628,56.16009378504319,1023.5451169486917,0
24.915604246488066,52.690904585196634,1012.5721180307577,0
33.02080930301395,68.04081369118832,942.5555161937349,1
15.279503678023836,51.05113503389261,924.8289593920264,0
23.844072471677666,38.04434302000726,1042.3317611928173,0
19.638696450387016,55.56271893293439,985.5272148726051,0
22.18416730251329,41.250866146077655,975.6203083588275,0
25.278766585279946,49.99970772847452,907.9884495511769,0
24.198033897989006,38.582904828946354,958.3913587256728,0
30.776878560588138,34.09974849162783,1098.4386614884493,1
24.729343941096168,53.29412059232184,991.1404495890058,0
22.79016969425338,45.122920623216224,906.7201913086125,0
29.095000008650484,49.624993473698396,963.4843719765521,0
24.008157760112134,38.65351154865226,1019.2237659317204,0
24.88797875457454,61.64565724589434,959.8271097342895,0
19.909339822678167,81.93038416958888,1006.3778383810607,0
18.983527823595033,59.2544700887397,892.7972473044243,0
25.836357578937463,48.8573342526822,969.6617016694862,0
21.990834968378532,56.0626388852553,972.9993179716345,0
23.432609888605757,49.70949270698429,1052.4206397233502,0
26.915534376800633,21.105182777787057,1021.2952451485861,0
25.34527267569192,48.1073137748655,961.729227287465,0
20.36381076346837,48.855740174675645,1012.0967733789124,0
35.70589428626202,41.66620348949643,1011.6131609382095,1
29.63560746741518,44.08061930798609,1043.5422562242386,0
33.86296703941986,41.22969071963598,1042.2637874161524,1
28.189814158223296,53.72753326921323,1018.6122184939634,0
26.552798862092388,60.271170570222594,1052.8477794469538,0
30.02393709934825,48.67923586519455,1062.4054090330403,1
25.706987261303468,46.33927033015187,951.8700424353639,0
18.705824615038665,52.526618438445425,940.7842335915648,0
35.752687141881815,42.18611046699034,972.918998619227,1
19.50587608638741,37.41115943414231,975.4585634041998,0
24.86920354879341,44.00773353815398,979.0316074161615,0
33.64946318146062,33.40742828808574,973.3620981872696,1
26.237155913715927,46.88710534274379,1022.462202307368,0
